type,county,place,address,address_1,address_2,csz,city,zip,description
Dropbox,Pierce,Hilltop,"902 S L Street, Tacoma WA  98405",902 S L Street,,Tacoma WA 98405,Tacoma,98405,Located in front of The Housing Authority.
Dropbox,Pierce,Tillicum Community Center,"14916 Washington Ave SW, Lakewood WA  98498",14916 Washington Ave SW,,Lakewood WA 98498,Lakewood,98498,
Dropbox,Pierce,Fife City Hall,"5411 23rd Street E, Fife WA  98424",5411 23rd Street E,,Fife WA 98424,Fife,98424,
Dropbox,Pierce,Roy City Hall,"216 McNaughton Rd S, Roy WA  98580",216 McNaughton Rd S,,Roy WA 98580,Roy,98580,
Dropbox,Pierce,Community Health Care at Salishan,"1708 E 44th Street, Tacoma WA  98404",1708 E 44th Street,,Tacoma WA 98404,Tacoma,98404,
Dropbox,Pierce,South Prairie Fire Department,"350 SR 162 E, South Prairie WA  98385",350 SR 162 E,,South Prairie WA 98385,South Prairie,98385,
Dropbox,Pierce,Wilkeson Town Hall,"540 Church St, Wilkeson WA  98396",540 Church St,,Wilkeson WA 98396,Wilkeson,98396,
Dropbox,Pierce,Ashford County Park,"29801 SR 706, Ashford WA  98304",29801 SR 706,,Ashford WA 98304,Ashford,98304,
Dropbox,Pierce,Eatonville Town Hall,"201 Center St. W, Eatonville WA  98328",201 Center St. W,,Eatonville WA 98328,Eatonville,98328,
Dropbox,Pierce,Fircrest City Hall,"115 Ramsdell St., Fircrest WA  98466",115 Ramsdell St.,,Fircrest WA 98466,Fircrest,98466,
Dropbox,Pierce,Fox Island Fire Station 53,"906 Kamas Dr., Fox Island WA  98333",906 Kamas Dr.,,Fox Island WA 98333,Fox Island,98333,
Dropbox,Pierce,Key Center Food Market,"9021 Key Peninsula Hwy NW, Lakebay WA  98349",9021 Key Peninsula Hwy NW,,Lakebay WA 98349,Lakebay,98349,
Dropbox,Pierce,Lake Kathryn Food Market,"14220 92nd Ave NW, Gig Harbor WA  98329",14220 92nd Ave NW,,Gig Harbor WA 98329,Gig Harbor,98329,
Dropbox,Pierce,Milton City Hall,"1000 Laurel St., Milton WA  98354",1000 Laurel St.,,Milton WA 98354,Milton,98354,
Dropbox,Pierce,Skookum Archers,"11209 Shaw Rd E, Puyallup WA  98374",11209 Shaw Rd E,,Puyallup WA 98374,Puyallup,98374,
Dropbox,Pierce,Wapato Park (S 72nd St & S Ainsworth Ave),"1501 S 72nd St, Tacoma WA  98408",1501 S 72nd St,,Tacoma WA 98408,Tacoma,98408,
Dropbox,Pierce,Buckley Library,"123 S River Rd, Buckley WA  98321",123 S River Rd,,Buckley WA 98321,Buckley,98321,
Dropbox,Pierce,Summit Library,"5107 112th Street E, Tacoma WA  98446",5107 112th Street E,,Tacoma WA 98446,Tacoma,98446,
Dropbox,Pierce,Wheelock Library,"3722 N 26th St, Tacoma WA  98407",3722 N 26th St,,Tacoma WA 98407,Tacoma,98407,This is a pedestrian only box.
Dropbox,Pierce,Home Park,"17220 8th Ave NW, Lakebay WA  98349",17220 8th Ave NW,,Lakebay WA 98349,Lakebay,98349,Located in front of the park off Key Peninsula Hwy. 
Dropbox,Pierce,UW Tacoma,"1906 Pacific Ave, Tacoma WA  98402",1906 Pacific Ave,,Tacoma WA 98402,Tacoma,98402,This is a pedestrian only box.
Dropbox,San Juan,Orcas Senior Center,"62 Henry Rd, Eastsound WA  98245",62 Henry Rd,,Eastsound WA 98245,Eastsound,98245, 
Dropbox,San Juan,Elections Office,"55 Second Street, Friday Harbor WA  98250",55 Second Street,Suite A,Friday Harbor WA 98250,Friday Harbor,98250,*Open 8:00 AM to 4:30 PM weekdays* *Open 8:00 AM to 8:00 PM Election Day* 
Dropbox,San Juan,San Juan County Courthouse Drop Box,"350 Court Street, Friday Harbor WA  98250",350 Court Street,,Friday Harbor WA 98250,Friday Harbor,98250,
Dropbox,San Juan,Lopez Island Fire District Office,"2228 Fisherman Bay Road, Lopez Village WA  98261",2228 Fisherman Bay Road,,Lopez Village WA 98261,Lopez Village,98261, 
Dropbox,Skagit,Mt Vernon - Courthouse,"700 S. 2nd St, Mount Vernon WA  98273",700 S. 2nd St,,Mount Vernon WA 98273,Mount Vernon,98273, In U-shaped parking lot accessed from 3rd Street 
Dropbox,Skagit,Swinomish,"17337 Reservation Rd, La Conner WA  98257",17337 Reservation Rd,,La Conner WA 98257,La Conner,98257,Social Services Building front 
Dropbox,Skagit,Anacortes - Skyline,"6041 Sands Way, Anacortes WA  98221",6041 Sands Way,,Anacortes WA 98221,Anacortes,98221, Skyline Beach Club 
Dropbox,Skagit,Sedro-Woolley,"111 Woodworth St., Sedro-Woolley WA  98284",111 Woodworth St.,,Sedro-Woolley WA 98284,Sedro-Woolley,98284, In the alley between Eastern Ave and Metcalf 
Dropbox,Skagit,Anacortes - Library,"1220 10th Street, Anacortes WA  98221",1220 10th Street,,Anacortes WA 98221,Anacortes,98221,Behind the Anacortes Public Library near the book drop 
Dropbox,Skagit,Burlington,"900 E. Fairhaven Street, Burlington WA  98233",900 E. Fairhaven Street,,Burlington WA 98233,Burlington,98233, Burlington Parks and Recreation Building 
Dropbox,Skagit,Concrete,"45770 A Main Street, Concrete WA  98237",45770 A Main Street,,Concrete WA 98237,Concrete,98237, Skagit Upriver Services/Library 
Dropbox,Skagit,La Conner,"614 E. Morris Street, La Conner WA  98257",614 E. Morris Street,,La Conner WA 98257,La Conner,98257, La Conner Regional Library 
Dropbox,Skagit,Mt Vernon - Continental,"1805 Continential Place, Mount Vernon WA  98273",1805 Continential Place,,Mount Vernon WA 98273,Mount Vernon,98273,Mount Vernon Police Department 
Dropbox,Skagit,Sauk-Suiattle,"6020 Mountain Goat Way, Darrington WA  98241",6020 Mountain Goat Way,,Darrington WA 98241,Darrington,98241,Near entrance to Last Chance Casino & Bingo 
Dropbox,Skamania,Canyon Creek Middle School (parking lot),"9731 Washougal River Rd, Washougal WA  98671",9731 Washougal River Rd,,Washougal WA 98671,Washougal,98671,Canyon Creek Middle School (parking lot) 
Dropbox,Skamania,North Bonneville Central Business District (near city hall),"210 CBD Mall Dr, North Bonneville WA  98639",210 CBD Mall Dr,,North Bonneville WA 98639,North Bonneville,98639,North Bonneville Central Business District (near city hall) 
Dropbox,Skamania,"Skamania County Court House (north side, near door)","240 NW Vancouver Ave, Stevenson WA  98648",240 NW Vancouver Ave,,Stevenson WA 98648,Stevenson,98648,"Skamania County Court House (north side, near door) "
Dropbox,Skamania,Carson Transit Station (near Wind River Market),"11 Carson Frontage Rd, Carson WA  98610",11 Carson Frontage Rd,,Carson WA 98610,Carson,98610,Carson Transit Station (near Wind River Market) 
Dropbox,Skamania,The Little Church in the Valley (parking lot),"342 Hemlock Rd, Carson (Stabler) WA  98610",342 Hemlock Rd,,Carson (Stabler) WA 98610,Carson (Stabler),98610,Little Church in the Valley (parking lot) 
Dropbox,Skamania,Underwood Community Center (parking lot),"951 Schoolhouse Rd, Underwood WA  98651",951 Schoolhouse Rd,,Underwood WA 98651,Underwood,98651,Underwood Community Center (parking lot) 
Dropbox,Thurston,The Evergreen State College,"2700 McCann Plaza Dr NW, Olympia WA  98505",2700 McCann Plaza Dr NW,,Olympia WA 98505,Olympia,98505,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,Lacey Post Office,"5815 Lacey Blvd SE, Lacey WA  98503",5815 Lacey Blvd SE,,Lacey WA 98503,Lacey,98503,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. Next to drive-up mail boxes."
Dropbox,Thurston,"South Bay Fire 8, Station 83","5046 Boston Harbor Rd NE, Olympia WA  98506",5046 Boston Harbor Rd NE,,Olympia WA 98506,Olympia,98506,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,Gloria Dei Lutheran Church,"1515 Harrison Ave NW, Olympia WA  98502",1515 Harrison Ave NW,,Olympia WA 98502,Olympia,98502,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,"South Bay Fire 8, Station 81","3506 Shincke Rd NE, Olympia WA  98506",3506 Shincke Rd NE,,Olympia WA 98506,Olympia,98506,"Is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 "
Dropbox,Thurston,"Griffin Fire 13, Station 1","3707 Steamboat Loop NW, Olympia WA  98502",3707 Steamboat Loop NW,,Olympia WA 98502,Olympia,98502,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,Lackamas Elementary,"16240 Bald Hill Rd SE, Yelm WA  98597",16240 Bald Hill Rd SE,,Yelm WA 98597,Yelm,98597,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Rainier City Hall,"102 Rochester St W, Rainier WA  98576",102 Rochester St W,,Rainier WA 98576,Rainier,98576,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Yelm Schools Administration,"110 1st Street NE, Yelm WA  98597",110 1st Street NE,,Yelm WA 98597,Yelm,98597,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,Grand Mound Center,"19949 Old Highway 99 SW, Rochester WA  98579",19949 Old Highway 99 SW,,Rochester WA 98579,Rochester,98579,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Littlerock Fire 11,"10828 Littlerock Rd SW, Olympia WA  98512",10828 Littlerock Rd SW,,Olympia WA 98512,Olympia,98512,"Is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 "
Dropbox,Thurston,"Rochester Fire 1, Station 3","18346 Albany St SW, Rochester WA  98579",18346 Albany St SW,,Rochester WA 98579,Rochester,98579,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Bucoda,"103 S Main St, Bucoda WA  98530",103 S Main St,,Bucoda WA 98530,Bucoda,98530,"Is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 "
Dropbox,Thurston,Tenino School District Administration ,"301 Old Highway 99 SE, Tenino WA  98589",301 Old Highway 99 SE,,Tenino WA 98589,Tenino,98589,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,Tumwater School Administration,"621 Linwood Ave SW, Tumwater WA  98512",621 Linwood Ave SW,,Tumwater WA 98512,Tumwater,98512,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Tumwater Timberland Library,"7023 New Market St SW, Tumwater WA  98501",7023 New Market St SW,,Tumwater WA 98501,Tumwater,98501,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Martin Village,"5600 Martin Way E, Lacey WA  98516",5600 Martin Way E,,Lacey WA 98516,Lacey,98516,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Woodland Retirement and Assisted Living Community,"4532 Intelco Loop SE, Lacey WA  98503",4532 Intelco Loop SE,,Lacey WA 98503,Lacey,98503,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,"Fire District 3, Station 35","3701 Willamette Dr NE, Lacey WA  98516",3701 Willamette Dr NE,,Lacey WA 98516,Lacey,98516,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,"Fire District 3, Station 34","8407 Steilacoom Rd SE, Lacey WA  98513",8407 Steilacoom Rd SE,,Lacey WA 98513,Lacey,98513,"Is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 "
Dropbox,Thurston,Lacey City Hall,"420 College St SE, Lacey WA  98503",420 College St SE,,Lacey WA 98503,Lacey,98503,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Haggen NW Fresh,"1313 Cooper Point Road SW, Olympia WA  98502",1313 Cooper Point Road SW,,Olympia WA 98502,Olympia,98502,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Church of the Good Shepherd,"1601 North St SE, Olympia WA  98501",1601 North St SE,,Olympia WA 98501,Olympia,98501,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Crain's Office Supply,"1006 4th Ave E, Olympia WA  98501",1006 4th Ave E,,Olympia WA 98501,Olympia,98501,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,"McLane Black Lake Fire, Station 95","5911 Black Lake Blvd SW, Olympia WA  98512",5911 Black Lake Blvd SW,,Olympia WA 98512,Olympia,98512,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,South Puget Sound Community College,"2011 Mottman Rd SW, Olympia WA  98512",2011 Mottman Rd SW,,Olympia WA 98512,Olympia,98512,"This box is opened 20 days prior to Election Day, is available 24-hours a day"
Dropbox,Thurston,Nisqually Tribal Admin Bldg,"4820 She Nah Num Dr SE, Olympia WA  98513",4820 She Nah Num Dr SE,,Olympia WA 98513,Olympia,98513,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Olympia City Hall,"601 4th Ave E, Olympia WA  98501",601 4th Ave E,,Olympia WA 98501,Olympia,98501,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 p.m. on Election Day. "
Dropbox,Thurston,Thurston County Courthouse,"2000 Lakeridge Dr SW, Olympia WA  98502",2000 Lakeridge Dr SW,,Olympia WA 98502,Olympia,98502,"Is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptly at 8:00 "
Dropbox,Spokane,Latah Town Hall - Ballot Drop Box,"108 E Market St, Latah WA  99018",108 E Market St,,Latah WA 99018,Latah,99018,Located outside front door of the Latah Town Hall/Community Center.
Dropbox,Spokane,Millwood City Hall - Ballot Drop Box,"9103 E Frederick Ave, Spokane WA  99206",9103 E Frederick Ave,,Spokane WA 99206,Spokane,99206,Located outside near Southeast corner of the Millwood City Hall building.
Dropbox,Spokane,Spangle Town Hall - Ballot Drop Box,"115 W 2nd St, Spangle WA  99031",115 W 2nd St,,Spangle WA 99031,Spangle,99031,Located outside on right side of the entrance to town hall.
Dropbox,Spokane,Rockford Town Hall - Ballot Drop Box,"20 W Emma St, Rockford WA  99030",20 W Emma St,,Rockford WA 99030,Rockford,99030,Located outside near the Southeast corner of Town Hall.
Dropbox,Spokane,Waverly Town Hall - Ballot Drop Box,"255 Commercial St, Waverly WA  99038",255 Commercial St,,Waverly WA 99038,Waverly,99038,Outside town hall near bus stop.
Dropbox,Spokane,Shadle Aquatic Center - Ballot Drop Box,"2005 W Wellesley Ave, Spokane WA  99207",2005 W Wellesley Ave,,Spokane WA 99207,Spokane,99207,"Due to construction at the Shadle Park Library, the ballot drop box has been moved in front of the Shadle Aquatic Center in the Library parking lot."
Dropbox,Spokane,Spokane County Courthouse - Ballot Drop Box,"1116 W Broadway Ave, Spokane WA  99201",1116 W Broadway Ave,,Spokane WA 99201,Spokane,99201,Located in front of the Spokane County Courthouse
Dropbox,Spokane,Cheney Library - Ballot Drop Box,"610 First St, Cheney WA  99004",610 First St,,Cheney WA 99004,Cheney,99004,Drop Box is located along the sidewalk leading from the parking lot to the front door of the library.
Dropbox,Spokane,STA Plaza Downtown Spokane - Ballot Drop Box,"701 W Riverside Ave, Spokane WA  99201",701 W Riverside Ave,,Spokane WA 99201,Spokane,99201,STA Plaza Drop Box is located in the Wall Street Entrance.  
Dropbox,Spokane,Indian Trail Library - Ballot Drop Box,"4909 W Barnes Rd, Spokane WA  99208",4909 W Barnes Rd,,Spokane WA 99208,Spokane,99208,Near book deposit box. Can be accessed from driver's side of car. 
Dropbox,Spokane,Hillyard Library - Ballot Drop Box,"4005 N Cook St, Spokane WA  99207",4005 N Cook St,,Spokane WA 99207,Spokane,99207,Near front entrance to library.
Dropbox,Spokane,East Side Library - Ballot Drop Box,"524 S Stone St, Spokane WA  99202",524 S Stone St,,Spokane WA 99202,Spokane,99202,Near the Book Return. Accessible from driver's side of car.
Dropbox,Spokane,Deer Park Library - Ballot Drop Box,"208 S Forest Ave, Deer Park WA  99006",208 S Forest Ave,,Deer Park WA 99006,Deer Park,99006,Located near exit from parking lot. Can be accessed from driver's side of car.
Dropbox,Spokane,Argonne Library - Ballot Drop Box,"4322 N Argonne Rd, Spokane Valley WA  99212",4322 N Argonne Rd,,Spokane Valley WA 99212,Spokane Valley,99212,Located near the front entrance of the Library.
Dropbox,Spokane,Airway Heights Library - Ballot Drop Box,"1213 S Lundstrom St, Airway Heights WA  99001",1213 S Lundstrom St,,Airway Heights WA 99001,Airway Heights,99001,Located in front of the Airway Heights Library.
Dropbox,Spokane,Elections Office - Ballot Drop Box,"1033 W Gardner Ave, Spokane WA  99201",1033 W Gardner Ave,,Spokane WA 99201,Spokane,99201,Drop Box slot is located next to the front entrance of the Elections Office. 
Dropbox,Spokane,Liberty Lake Library - Ballot Drop Box,"23123 E Mission Ave, Liberty Lake WA  99019",23123 E Mission Ave,,Liberty Lake WA 99019,Liberty Lake,99019,Located on right side of the entrance to the library.
Dropbox,Spokane,Medical Lake Library - Ballot Drop Box,"321 E Herb St, Medical Lake WA  99022",321 E Herb St,,Medical Lake WA 99022,Medical Lake,99022,Located near the book deposit. Can be accessed from driver's side of car.
Dropbox,Spokane,Moran Prairie Library - Ballot Drop Box,"6004 S Regal St, Spokane WA  99223",6004 S Regal St,,Spokane WA 99223,Spokane,99223,Located in the library parking lot on the North side of the building. Can be accessed from driver's side of car.
Dropbox,Spokane,North Spokane Library - Ballot Drop Box,"44 E Hawthorne Rd, Spokane WA  99218",44 E Hawthorne Rd,,Spokane WA 99218,Spokane,99218,On left side of main driveway South of the building entry. Can be accessed from driver's side of car.
Dropbox,Spokane,Otis Orchards Library - Ballot Drop Box,"22324 E Wellesley Ave, Otis Orchards WA  99027",22324 E Wellesley Ave,,Otis Orchards WA 99027,Otis Orchards,99027,Located to the left of the entrance to the library.
Dropbox,Spokane,South Hill Library - Ballot Drop Box,"3324 S Perry St, Spokane WA  99203",3324 S Perry St,,Spokane WA 99203,Spokane,99203, Located near book deposit on South side of library. Accessible from driver's side of car.
Dropbox,Spokane,Spokane Valley Library - Ballot Drop Box,"12004 E Main St, Spokane Valley WA  99206",12004 E Main St,,Spokane Valley WA 99206,Spokane Valley,99206,Located near book deposit on East side of the library.
Dropbox,Spokane,Fairfield Library - Ballot Drop Box,"305 E Main St, Fairfield WA  99012",305 E Main St,,Fairfield WA 99012,Fairfield,99012,Located to the right of the entryway to the library.
Dropbox,Spokane,Spokane Valley - Center Place,"2426 N Discovery Pl, Spokane Valley WA  99216",2426 N Discovery Pl,,Spokane Valley WA 99216,Spokane Valley,99216,Center Place is near the Valley YMCA off Mirabeau Parkway.
Dropbox,Spokane,Election Office - Ballot Drop Box Drive Up,"1033 W Gardner Ave, Spokane WA  99201",1033 W Gardner Ave,,Spokane WA 99201,Spokane,99201, Drive up drop box located on Gardner Ave in front of the Elections Office.  Accessible from driver's side of car.
Dropbox,Stevens,United Church of Christ,"10 E Webster Ave, Chewelah WA  99109",10 E Webster Ave,,Chewelah WA 99109,Chewelah,99109,Open 7:00 AM to 8:00 PM on Election Day only.
Dropbox,Stevens,Stevens County Courthouse,"215 S. Oak Steet, Colville WA  99114",215 S. Oak Steet,,Colville WA 99114,Colville,99114, Located at the Elm Street Entrance of the Courthouse
Dropbox,Stevens,Lake Spokane Elementary School,"6015 Hwy 291, Nine Mile Falls  WA  99026",6015 Hwy 291,,Nine Mile Falls WA 99026,Nine Mile Falls,99026,Open 7:00 AM to 8:00 PM on Election Day only.
Dropbox,Stevens,Fire District 1 - District Office,"3962 Hwy 292, Loon Lake WA  99148",3962 Hwy 292,,Loon Lake WA 99148,Loon Lake,99148,Open 7:00 AM to 8:00 PM on Election Day only.
Dropbox,Snohomish,Gold Bar,"5th and Orchard, Gold Bar WA  98251",5th and Orchard,,Gold Bar WA 98251,Gold Bar,98251,Box located at Gateway Park (Gazebo).  Box closes promptly at 8 pm on Election Night.  
Dropbox,Snohomish,Mill Creek,"15833 Mill Creek Blvd, Mill Creek WA  98012",15833 Mill Creek Blvd,,Mill Creek WA 98012,Mill Creek,98012,Box located in traffic circle near Post Office.  Box closes promptly at 8 pm on Election Night. 
Dropbox,Snohomish,Smokey Point,"3300 169th Pl NE, Arlington WA  98223",3300 169th Pl NE,,Arlington WA 98223,Arlington,98223,Box located in north corner of parking lot.    Box closes promptly at 8 pm on Election Night. 
Dropbox,Snohomish,Darrington,"2005 Cascade St, Darrington WA  98241",2005 Cascade St,,Darrington WA 98241,Darrington,98241,Box located outside of library/city hall.  Box closes promptly at 8 pm on Election Night. Library/City Hall does not have key to ballot box.
Dropbox,Snohomish,Alderwood Water & Wastewater District,"3626 156th ST SW, Lynnwood WA  98087",3626 156th ST SW,,Lynnwood WA 98087,Lynnwood,98087,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
Dropbox,Snohomish,Wyndham Garden Hotel,"16710 Smokey Point Blvd, Arlington WA  98223",16710 Smokey Point Blvd,,Arlington WA 98223,Arlington,98223,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
Dropbox,Snohomish,Snohomish County Campus,"3000 Rockefeller Ave, Everett WA  98201",3000 Rockefeller Ave,Bob Drewell Bldg - 1st Floor,Everett WA 98201,Everett,98201,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
Dropbox,Snohomish,Brier,"2901 228th St SW, Brier WA  98036",2901 228th St SW,,Brier WA 98036,Brier,98036,Box located outside of City Hall. Box closes promptly at 8 pm on Election Night. City Hall does not have key.
Dropbox,Snohomish,Lakewood,"16800 16th Dr NE, Marysville WA  98271",16800 16th Dr NE,,Marysville WA 98271,Marysville,98271,Box located near middle school. Box closes promptly at 8 pm on Election Night.
Dropbox,Snohomish,Silvana,"1717 Ole Larson Rd, Silvana WA  98287",1717 Ole Larson Rd,,Silvana WA 98287,Silvana,98287,Box located near Peace Lutheran Church. Box closes promptly at 8 pm on Election Night.
Dropbox,Snohomish,Index,"511 Ave A, Index WA  98256",511 Ave A,,Index WA 98256,Index,98256,Box located near Town Hall. Box closes promptly at 8 pm on Election Night. Town Hall does not have key.
Dropbox,Snohomish,Snohomish - Glacier Peak,"7401 144th Pl SE, Snohomish WA  98296",7401 144th Pl SE,,Snohomish WA 98296,Snohomish,98296,Box located in Glacier Peak High School parking lot. Box closes promptly at 8 pm on Election Night. School does not have a key to the ballot box.
Dropbox,Snohomish,Startup,"14315 366th Ave SE, Sultan WA  98294",14315 366th Ave SE,,Sultan WA 98294,Sultan,98294,Box located near Event Center. Box closes promptly at 8 pm on Election Night. Event Center does not have a key to the ballot box.
Dropbox,Snohomish,Lynnwood - Ash Way,"16327 Ash Way, Lynnwood WA  98087",16327 Ash Way,,Lynnwood WA 98087,Lynnwood,98087,Box located at Ash Way Park and Ride. Box closes promptly at 8 pm on Election Night. 
Dropbox,Snohomish,Woodway,"23920 113th P W, Woodway WA  98020",23920 113th P W,,Woodway WA 98020,Woodway,98020,Box located outside of Town Hall. Box closes promptly at 8 pm on Election Night.  Not a drive up box - must park and walk. Town does not have key to ballot box.
Dropbox,Snohomish,Tulalip,"6722 Totem Beach Rd, Tulalip WA  98271",6722 Totem Beach Rd,,Tulalip WA 98271,Tulalip,98271,Box located in Youth Center parking lot.  Box closes promptly at 8 pm on Election Night.  Youth Center does not have a key to the ballot box.
Dropbox,Snohomish,Everett Community College,"1001 N Broadway Ave, Everett WA  98201",1001 N Broadway Ave,,Everett WA 98201,Everett,98201,Box located in parking lot near WSU building.  Box closes promptly at 8 pm on Election Night. College does not have a key to the ballot box.
Dropbox,Snohomish,Sultan,"319 Main St, Sultan WA  98294",319 Main St,,Sultan WA 98294,Sultan,98294,Box located outside of library/city hall (along drive to back of building).  Box closes promptly at 8 pm on Election Night. Library/City Hall does not have key to ballot box.
Dropbox,Snohomish,Arlington,"135 North Washington Ave, Arlington WA  98223",135 North Washington Ave,,Arlington WA 98223,Arlington,98223,  Box located outside of library.  Box closes promptly at 8 pm on Election Night.   Not a drive up box - must park and walk.  Library does not have key to ballot box.
Dropbox,Snohomish,Edmonds,"650 Main St, Edmonds WA  98020",650 Main St,,Edmonds WA 98020,Edmonds,98020,Box located outside of library.  Box closes promptly at 8 pm on Election Night. Not a drive up box - must park and walk.  Library does not have key to ballot box.
Dropbox,Snohomish,Bothell,"22833 Bothell Everett Hwy, Bothell WA  98021",22833 Bothell Everett Hwy,,Bothell WA 98021,Bothell,98021,Box located in QFC parking lot.  Box closes promptly at 8 pm on Election Night. QFC does not have a key to the ballot box.
Dropbox,Snohomish,Lake Stevens,"1800 Main St, Lake Stevens WA  98258",1800 Main St,,Lake Stevens WA 98258,Lake Stevens,98258,"Box located near boat launch, behind the Baptist church.  Box closes promptly at 8 pm on Election Night. "
Dropbox,Snohomish,County Elections Office,"3000 Rockefeller Ave, 1st Floor, Everett WA  98201",3000 Rockefeller Ave,,"1st Floor, Everett WA 98201","1st Floor, Everett",98201,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
Dropbox,Snohomish,Marysville,"1049 State Ave, Marysville WA  98270",1049 State Ave,,Marysville WA 98270,Marysville,98270,Box located behind City Hall.  Box closes promptly at 8 pm on Election Night. City Hall does not have a key to the ballot box.
Dropbox,Snohomish,Monroe,"1070 Village Way, Monroe WA  98272",1070 Village Way,,Monroe WA 98272,Monroe,98272,Box located outside of library.  Box closes promptly at 8 pm on Election Night. Not a drive up box - must park and walk.  Library does not have key to the ballot box.
Dropbox,Snohomish,Snohomish,"311 Maple Ave, Snohomish WA  98290",311 Maple Ave,,Snohomish WA 98290,Snohomish,98290,Box located outside of library.  Box closes promptly at 8 pm on Election Night.  Not a drive up box - must park and walk.  Library does not have a key to the ballot box. 
Dropbox,Snohomish,Mukilteo,"4675 Harbour Pointe Blvd, Mukilteo WA  98275",4675 Harbour Pointe Blvd,,Mukilteo WA 98275,Mukilteo,98275,Box located outside of library.  Box closes promptly at 8 pm on Election Night.  Not a drive up box - must park and walk.  Library does not have key to the ballot box.
Dropbox,Snohomish,Everett - McCollum Park,"600 128th St SE, Everett WA  98208",600 128th St SE,,Everett WA 98208,Everett,98208,Box located near bus loading area on east end of Park & Ride.  Box closes promptly at 8 pm on Election Night. 
Dropbox,Snohomish,Lynnwood,"19100 44th Ave W, Lynnwood WA  98036",19100 44th Ave W,,Lynnwood WA 98036,Lynnwood,98036,Box located outside of City Hall.  Box closes promptly at 8 pm on Election Night. City Hall does not have a key to the ballot box.
Dropbox,Snohomish,Everett Mall,"1402 SE Everett Mall Way, Everett WA  98208",1402 SE Everett Mall Way,,Everett WA 98208,Everett,98208,Box located in Sears area parking lot.   Box closes promptly at 8 pm on Election Night. 
Dropbox,Snohomish,Mountlake Terrace,"23300 58th Ave W, Mountlake Terrace WA  98043",23300 58th Ave W,,Mountlake Terrace WA 98043,Mountlake Terrace,98043,Box located in library parking lot.  Box closes promptly 8 pm on Election Night. Library does not have key to the ballot box.
Dropbox,Snohomish,Granite Falls,"815 E Galena St, Granite Falls WA  98252",815 E Galena St,,Granite Falls WA 98252,Granite Falls,98252,Box located outside of library.  Box closes promptly at 8 pm on Election Night. Not a drive up box - must park and walk.  Library does not have key to ballot box.
