state,county,location_name,location_type,address_1,address_2,city,state_2,zip,phone,email,notes
Michigan,Clinton County,Ovid Township,Municipal Office,1015 Baese Court,PO Box 136,Ovid,MI,48866,(989) 834-4830,ovidtownshipclerk@gmail.com,Claudia Barrett Pluger
Michigan,Clinton County,Riley Township,Municipal Office,7110 West Pratt Road,,Dewitt,MI,48820,(517) 819-6132,rileytownship@aol.com,Lisa Powell
Michigan,Clinton County,St Johns City,Municipal Office,100 East State St,PO Box 477,St Johns,MI,48879,(989) 224-8944,mseavey@stjohnsmich.com,Mindy Seavey
Michigan,Clinton County,Victor Township,Municipal Office,6843 E. Alward Road,,Laingsburg,MI,48848,(517) 651-2094,clerk@victortwp.org,Amanda Conklin
Michigan,Clinton County,Watertown Township,Municipal Office,12803 S. Wacousta Road,,Grand Ledge,MI,48837,(517) 626-6593,dadams@watertowntownship.com,Deborah Adams
Michigan,Clinton County,Westphalia Township,Municipal Office,13950 W. Pratt Road,PO Box 429,Westphalia,MI,48894,(989) 587-3411,wtclerk@hotmail.com,Heather Platte
Michigan,Crawford County,Beaver Creek Township,Municipal Office,8888 S Grayling Rd,,Grayling,MI,49738,(989) 275-8878,shartman@beavercreektownship.com,Sharon Hartman
Michigan,Crawford County,Frederic Township,Municipal Office,PO Box 78,,Frederic,MI,49733,(989) 348-8778,,Nancy Bindschatel
Michigan,Crawford County,Grayling Charter Township,Municipal Office,2090 Viking Way,PO Box 521,Grayling,MI,49738,(989) 348-4361,info@twp.grayling.mi.us,Monica Ashton
Michigan,Crawford County,Grayling City,Municipal Office,1020 City Blvd,,Grayling,MI,49738,(989) 348-2131,clerk@cityofgrayling.org,Lisa K Johnson
Michigan,Crawford County,Lovells Township,Municipal Office,8405 Twin Bridge Road,,Grayling,MI,49738,(989) 348-9215,lovellstownship@gmail.com,Cynthia Infante-Inman
Michigan,Crawford County,Maple Forest Township,Municipal Office,2520 W Marker Rd,,Grayling,MI,49738,(989) 348-5794,sbaynham@mapleforest.org,Sandra Baynham
Michigan,Crawford County,South Branch Township,Municipal Office,5245 M-18,PO Box 606,Roscommon,MI,48653,(989) 275-8232,clerk@southbranchtownship.com,Brenda Nelson
Michigan,Delta County,Baldwin Township,Municipal Office,5901 Perkins 30. 5 Rd,PO Box 173,Perkins,MI,49872,(906) 359-4228,baldwinup@baldwintwp.com,Dale Schneider
Michigan,Delta County,Bark River Township,Municipal Office,1110 Old Hwy 2 And 41,,Bark River,MI,49807-9523,(906) 466-2394,mraybr@gmail.com,Mark Ray
Michigan,Delta County,Bay De Noc Township,Municipal Office,5870 County 513 T Road,,Rapid River,MI,49878,(906) 474-6014,bdntownshipclerk@gmail.com,Peggy Stemick
Michigan,Delta County,Brampton Township,Municipal Office,9134 Bay Shore Drive,,Gladstone,MI,49837-2726,(906) 428-2820,d_edwardsen7@yahoo.com,Debbie Edwardsen
Michigan,Delta County,Cornell Township,Municipal Office,3010 County 426 24th Rd,,Cornell,MI,49818,(906) 399-2201,cornelltownship@att.net,Diana Clark
Michigan,Delta County,Ensign Township,Municipal Office,9543 County 511 22nd Rd,,Rapid River,MI,49878,(906) 474-9944,ensignclerk@outlook.com,Mary Wilson
Michigan,Delta County,Escanaba City,Municipal Office,410 Ludington Street,,Escanaba,MI,49829,(906) 786-1194,clerk@escanaba.org,Phil Demay
Michigan,Delta County,Escanaba Township,Municipal Office,7893 Co 416 J Road,,Gladstone,MI,49837,(906) 789-9050,beauchampp@yahoo.com,Patricia Beauchamp
Michigan,Delta County,Fairbanks Township,Municipal Office,2676 Ii Rd,,Garden,MI,49835,(906) 644-7198,fairbankstownship49835@gmail.com,Kathryn Denholm
Michigan,Delta County,Ford River Township,Municipal Office,3845 K Road,,Bark River,MI,49807,(906) 786-8532,clerk@fordriver.org,Debbie Brown
Michigan,Delta County,Garden Township,Municipal Office,6316 State Street,PO Box 224,Garden,MI,49835,(906) 644-7602,gardentownshipclerk@yahoo.com,Brenda Lester
Michigan,Delta County,Gladstone City,Municipal Office,1100 Delta Ave,,Gladstone,MI,49837,(906) 428-2311,kberry@gladstonemi.org,Kimberly Berry
Michigan,Delta County,Maple Ridge Township,Municipal Office,,PO Box 135,Rock,MI,49880,(906) 399-7079,sue.sicotte@gmail.com,Susan Sicotte
Michigan,Delta County,Masonville Township,Municipal Office,10574 North Main Street,,Rapid River,MI,49878,(906) 474-9772,masonvilleclerk@hotmail.com,Lynn Herzog
Michigan,Delta County,Nahma Township,Municipal Office,13751 Wells 21.2 St.,,Nahma,MI,49864,(906) 644-2116,nahmajk@yahoo.com,Jeanne Kennedy
Michigan,Delta County,Wells Township,Municipal Office,6436 No 8th St,PO Box 188,Wells,MI,49894-0188,(906) 786-0839,clerk@wellsdeltami.net,Susan Mroczkowski
Michigan,Dickinson County,Breen Township,Municipal Office,N6528 Boarding House Rd,PO Box 68,Foster City,MI,49834,(906) 246-3789,breenclerk@gmail.com,August Murray
Michigan,Dickinson County,Breitung Township,Municipal Office,3851 Menominee St,PO Box 160,Quinnesec,MI,49876,(906) 779-2050,sneuens@breitungtwp.org,Samantha Neuens
Michigan,Dickinson County,Felch Township,Municipal Office,W4243 State Highway M69,PO Box 187,Felch,MI,49831,(906) 246-3286,felchtownshipclerk@gmail.com,Darrell Oman
Michigan,Dickinson County,Iron Mountain City,Municipal Office,501 S Stephenson Ave,,Iron Mountain,MI,49801,(906) 774-8530,clerktreasurer@cityofironmountain.com,Isaac Micheau
Michigan,Dickinson County,Kingsford City,Municipal Office,305 S. Carpenter Ave.,,Kingsford,MI,49802,(906) 774-3526,depclerk@cityofkingsford.com,Anthony Edlebeck
Michigan,Dickinson County,Norway City,Municipal Office,915 Main Street,,Norway,MI,49870,(906) 563-9961,cityclerk@norwaymi.gov,Trisha Plante
Michigan,Dickinson County,Norway Township,Municipal Office,N1732 Mission Street,PO Box 495,Vulcan,MI,49892,(906) 563-9100,clerk@norwaytwpmi.com,Joyce Giuliani
Michigan,Dickinson County,Sagola Township,Municipal Office,N11218 State Highway M95,,Channing,MI,49815,(906) 542-3824,sagolaclerk@gmail.com,Julie Roell
Michigan,Dickinson County,Waucedah Township,Municipal Office,W3930 Morgan Street,,Loretto,MI,49852,(906) 563-9080,waucedah.clerk@gmail.com,Lori Turri
Michigan,Dickinson County,West Branch Township,Municipal Office,N10639 Cty Rd 581,PO Box 13,Ralph,MI,49877,(906) 246-4123,edpwestbranchtwp@gmail.com,Earl Phyilliaere
Michigan,Eaton County,Bellevue Township,Municipal Office,121 N Main Street,,Bellevue,MI,49021,(269) 763-2989,bellevueclerk@gmail.com,Linda L Franks
Michigan,Eaton County,Benton Township,Municipal Office,5136 Windsor Hwy,,Potterville,MI,48876,(517) 645-7880,bentontownship.clerk@gmail.com,Eugene Shanahan
Michigan,Eaton County,Brookfield Township,Municipal Office,2508 E Five Point Hwy,,Charlotte,MI,48813,(517) 543-1289,debbiegranger@sbcglobal.net,Deb Granger
Michigan,Eaton County,Carmel Township,Municipal Office,661 Beech Hwy,,Charlotte,MI,48813,(888) 805-6182,clerk@carmeltownship.org,Laura Goostrey
Michigan,Eaton County,Charlotte City,Municipal Office,111 E. Lawrence Ave.,,Charlotte,MI,48813,(517) 543-8843,gterpstra@charlottemi.org,Ginger Terpstra
Michigan,Eaton County,Chester Township,Municipal Office,5044 Moyer Road,,Charlotte,MI,48813,(517) 543-7750,froglady0816@gmail.com,Sheila Draper
Michigan,Eaton County,Delta Charter Township,Municipal Office,7710 W Saginaw Hwy,,Lansing,MI,48917-8974,(517) 323-8500,deltatwp21520@deltami.gov,Mary R Clark - Cmmc
Michigan,Eaton County,Eaton Rapids City,Municipal Office,200 S Main St,,Eaton Rapids,MI,48827,(517) 663-8118,lboomer@cityofeatonrapids.com,Laura Boomer
Michigan,Eaton County,Eaton Rapids Township,Municipal Office,"2512 S. Canal Rd,",,Eaton Rapids,MI,48827,(517) 663-7407,clerkertwp@acd.net,Robin Morgan
Michigan,Eaton County,Eaton Township,Municipal Office,3981 E Clinton Trail,,Charlotte,MI,48813,(517) 543-3308,clerk@eatontownship.com,Danielle Patterson
Michigan,Eaton County,Grand Ledge City,Municipal Office,310 Greenwood St.,,Grand Ledge,MI,48837,(517) 622-7920,gnewman@cityofgrandledge.com,Gregory Newman
Michigan,Eaton County,Hamlin Township,Municipal Office,6463 S Clinton Trail,,Eaton Rapids,MI,48827,(517) 663-7777,clerk@hamlintownshipmi.com,Jacque Collins
Michigan,Eaton County,Kalamo Township,Municipal Office,8960 Spore St,,Vermontville,MI,49096,(517) 726-1266,kt0849@yahoo.com,Dawn Conklin
Michigan,Eaton County,Lansing City,Municipal Office,2500 S. Washington Ave.,,Lansing,MI,48910,(517) 483-4131,city.clerk@lansingmi.gov,Chris Swope
Michigan,Eaton County,Olivet City,Municipal Office,117 S Main Street,,Olivet,MI,49076,(269) 749-4961,clerk@cityofolivet.org,Amy Huepenbecker
Michigan,Eaton County,Oneida Charter Township,Municipal Office,11041 Oneida Rd,,Grand Ledge,MI,48837,(517) 622-8078,deputyclerk@oneidatownship.org,Jacqueline Kilgore
Michigan,Eaton County,Potterville City,Municipal Office,319 N Nelson St,PO Box 488,Potterville,MI,48876,(517) 645-7641,deputyclerk@pottervillemi.org,Becky Dolman
Michigan,Eaton County,Roxand Township,Municipal Office,100 Ionia Street,PO Box 127,Mulliken,MI,48861,(517) 649-3033,pkepitis@hotmail.com,Patti Kepitis
Michigan,Eaton County,Sunfield Township,Municipal Office,10822 N Clinton Trail,,Sunfield,MI,48890,(517) 652-9385,terridowsfclerk@hotmail.com,Terri J Dow
Michigan,Eaton County,Vermontville Township,Municipal Office,120 E First St.,PO Box 215,Vermontville,MI,49096,(517) 726-0355,clerk@vermontvilletownship.org,Rita Miller
Michigan,Eaton County,Walton Township,Municipal Office,3693 W 5 Point Hwy,,Charlotte,MI,48813,(517) 541-1780,walton.clerk@gmail.com,Doreen Kiplinger
Michigan,Eaton County,Windsor Charter Township,Municipal Office,405 West Jefferson,,Dimondale,MI,48821,(517) 646-0772,clerk@windsortownship.com,Lisa Rumsey
Michigan,Emmet County,Bear Creek Township,Municipal Office,373 North Division Road,,Petoskey,MI,49770,(231) 347-2455,clerk@bearcreektownship.com,Emma Kendziorski
Michigan,Emmet County,Bliss Township,Municipal Office,41 W. Lakeview,,Levering,MI,49755,(231) 537-4590,blissclerk@gmail.com,Debra Prout
Michigan,Emmet County,Carp Lake Township,Municipal Office,6339 E. Gill Rd.,,Carp Lake,MI,49718,(231) 537-2263,carplakeclerk@gmail.com,Tanya Procknow
Michigan,Emmet County,Center Township,Municipal Office,4183 Canby Rd.,,Pellston,MI,49769,(231) 539-7637,centertownship2012@hotmail.com,Susan St Amour
Michigan,Emmet County,Cross Village Township,Municipal Office,4200 W. Levering Rd.,,Harbor Springs,MI,49740,(231) 881-6542,cvtwpclerk@gmail.com,Priscilla Sweet
Michigan,Emmet County,Friendship Township,Municipal Office,8774 Kawegoma Rd,,Harbor Springs,MI,49740,(231) 526-6410,jvandivner.friendship@gmail.com,Janell  Van Divner
Michigan,Emmet County,Harbor Springs City,Municipal Office,160 Zoll Street,,Harbor Springs,MI,49740,(231) 526-2104,cityclerk@cityofharborsprings.com,Nick Whitaker
Michigan,Emmet County,Little Traverse Township,Municipal Office,8288 S Pleasantview Rd,,Harbor Springs,MI,49740,(231) 526-0351,office@littletraversetownship.org,Sherry Duntley
Michigan,Emmet County,Littlefield Township,Municipal Office,7631 Burr Ave,,Alanson,MI,49706,(231) 348-8464,clerk@littlefieldtwp.org,Sondra L. Festerling
Michigan,Emmet County,Maple River Township,Municipal Office,751 Plains Rd,,Brutus,MI,49716,(231) 539-0932,mapleriverclerk@yahoo.com,Tammy Gregory
Michigan,Emmet County,McKinley Township,Municipal Office,1820 N. Us 31 Hwy,PO Box 262,Pellston,MI,49769,(231) 445-0156,mckinleytwpclerk@gmail.com,Alicia Morrow
Michigan,Emmet County,Petoskey City,Municipal Office,101 East Lake Street,,Petoskey,MI,49770,(231) 347-2500,elections@petoskey.us,Alan Terry
Michigan,Emmet County,Pleasantview Township,Municipal Office,2982 S Pleasantview Rd,,Harbor Springs,MI,49740,(231) 526-8140,plvtwp@gmail.com,Debbie Bosma
Michigan,Emmet County,Readmond Township,Municipal Office,6034 Wormwood Lane,,Harbor Springs,MI,49740,(231) 526-9601,readmond6034@gmail.com,Sarah Krupa
Michigan,Emmet County,Resort Township,Municipal Office,2232 Resort Pike Road,,Petoskey,MI,49770,(231) 347-7915,clerk@resorttownship.org,Lucy Eppler
Michigan,Emmet County,Springvale Township,Municipal Office,8198 E. Mitchell Road,,Petoskey,MI,49770,(231) 347-0526,springvaleclerk@gmail.com,Patricia McCune
Michigan,Emmet County,Wawatam Township,Municipal Office,123 W Etherington,PO Box 481,Mackinaw City,MI,49701,(231) 436-5274,mmichalak@wawatamtownship.org,Meghan Michalak
Michigan,Emmet County,West Traverse Township,Municipal Office,8001 M-119,,Harbor Springs,MI,49740,(231) 526-7361,clerk@westtraversetownship.com,Cindy J Baiardi
Michigan,Genesee County,Argentine Township,Municipal Office,9048 Silver Lake Rd,,Linden,MI,48451,(810) 735-5050,clerkgraves@argentinetownship.com,Denise Graves
Michigan,Genesee County,Atlas Township,Municipal Office,7386 Gale Rd,PO Box 277,Goodrich,MI,48438,(810) 636-2548,kvick@atlastownship.org,Katherine Vick
Michigan,Genesee County,Burton City,Municipal Office,4303 S Center Rd,,Buton,MI,48519,(810) 743-1500,r.boggs@burtonmi.gov,Racheal Boggs
Michigan,Genesee County,Clayton Township,Municipal Office,2011 S Morrish Rd,,Swartz Creek,MI,48473,(810) 635-4433,clerk@claytontownship.org,Dennis Milem
Michigan,Genesee County,Clio City,Municipal Office,505 W Vienna St,,Clio,MI,48420,(810) 686-5850,clio.mperry@gmail.com,Michele Perry
Michigan,Genesee County,Davison City,Municipal Office,200 E Flint St Ste 2,,Davison,MI,48423,(810) 653-2191,aschroeder@cityofdavison.org,Andrea Schroeder
Michigan,Genesee County,Davison Township,Municipal Office,1280 N Irish Rd,,Davison,MI,48423,(810) 653-4156,elections@davisontwp-mi.org,Cindy Shields
Michigan,Genesee County,Fenton City,Municipal Office,301 S Leroy St,,Fenton,MI,48430,(810) 629-2261,jkienast@cityoffenton.org,Jennifer Kienast
Michigan,Genesee County,Fenton Township,Municipal Office,12060 Mantawauka Drive,,Fenton,MI,48430-8808,(810) 629-1537,elections@fentontownship.org,Robert Krug
Michigan,Genesee County,Flint City,Municipal Office,1101 S. Saginaw St Ste-201c,,Flint,MI,48502,(810) 766-7414,ibrown@cityofflint.com,Inez M. Brown
Michigan,Genesee County,Flint Township,Municipal Office,1490 South Dye Road,,Flint,MI,48532,(810) 600-3214,athygesen@flinttownship.org,Kathy Funk
Michigan,Genesee County,Flushing City,Municipal Office,725 E Main Street,,Flushing,MI,48433,(810) 659-5665,mking@flushingcity.com,Michelle King
Michigan,Genesee County,Flushing Township,Municipal Office,6524 N Seymour Rd,,Flushing,MI,48433,(810) 659-0800,clerk@flushingtwp.org,Wendy D Meinburg
Michigan,Genesee County,Forest Township,Municipal Office,130 E Main St,,Otisville,MI,48463,(810) 631-4997,lmargrif@foresttwp.com,Lisa Margrif
Michigan,Genesee County,Gaines Township,Municipal Office,9255 W Grand Blanc Rd,,Gaines,MI,48436,(810) 635-3200,clerk@gainestownship.net,Michael Dowler
Michigan,Genesee County,Genesee Township,Municipal Office,7244 N Genesee Rd,PO Box 215,Genesee,MI,48437,(810) 640-2000,wayne.bates@geneseetwp.com,Wayne Bates
Michigan,Genesee County,Grand Blanc City,Municipal Office,203 E Grand Blanc Rd,,Grand Blanc,MI,48439,(810) 694-1118,clerk@cityofgrandblanc.com,Mary Hopkins
Michigan,Genesee County,Grand Blanc Township,Municipal Office,5371 S Saginaw Street,PO Box 1833,Grand Blanc,MI,48507,(810) 424-2602,elections@twp.grand-blanc.mi.us,Cathy Lane
Michigan,Genesee County,Linden City,Municipal Office,132 E Broad St,PO Box 507,Linden,MI,48451,(810) 735-7980,clerk@lindenmi.us,Tessa Wightman
Michigan,Genesee County,Montrose City,Municipal Office,139 S Saginaw St,,Montrose,MI,48457,(810) 639-6168,clerk@cityofmontrose.us,Tina Rush
Michigan,Genesee County,Montrose Township,Municipal Office,11444 N. Seymour Rd,,Montrose,MI,48457,(810) 639-2021,sschlicht@montrosetownship.org,Steven Schlicht
Michigan,Genesee County,Mount Morris City,Municipal Office,11649 N. Saginaw St.,,Mt. Morris,MI,48458,(810) 686-2160,clerk@cityofmtmorris.org,Kristina Somers
Michigan,Genesee County,Mount Morris Township,Municipal Office,5447 Bicentennial,,Mt. Morris,MI,48458,(810) 785-0817,bashley@mtmorristwp.org,Brenda Ashley
Michigan,Genesee County,Mundy Township,Municipal Office,3478 Mundy Ave,,Swartz Creek,MI,48473-8866,(810) 655-4631,tonya.ketzler@mundytwp-mi.gov,Tonya Ketzler
Michigan,Genesee County,Richfield Township,Municipal Office,5381 N State Rd.,,Davison,MI,48423-8502,(810) 653-3564,clerk@richfieldtwp.org,Teri Webber
Michigan,Genesee County,Swartz Creek City,Municipal Office,8083 Civic Drive,,Swartz Creek,MI,48473,(810) 635-4464,colger@cityofswartzcreek.org,Connie Olger
Michigan,Genesee County,Thetford Township,Municipal Office,4014 E Vienna Rd,,Clio,MI,48420,(810) 686-5200,thetfordclerk@thettwp.com,Nicole Moore
Michigan,Genesee County,Vienna Township,Municipal Office,3400 W Vienna Rd,,Clio,MI,48420,(810) 686-7580,mfalardeau@viennatwp.com,Cynthia Bryan
Michigan,Gladwin County,Beaverton City,Municipal Office,128 Saginaw Street,PO Box 477,Beaverton,MI,48612-0477,(989) 435-9343,jkeen@beavertonmi.org,Janelle Keen
Michigan,Gladwin County,Beaverton Township,Municipal Office,5660 N Lewis Rd,,Coleman,MI,48618,(989) 465-6323,clerk1941@gmail.com,Madalyn J. Hubble
Michigan,Gladwin County,Bentley Township,Municipal Office,4426 Estey Rd,,Rhodes,MI,48652,(989) 879-4158,buczekjl@yahoo.com,Jennifer Buczek
Michigan,Gladwin County,Billings Township,Municipal Office,1050 Estey Rd,,Beaverton,MI,48612,(989) 435-8432,clerk@billingstownship.org,Linda McSweyn
Michigan,Gladwin County,Bourret Township,Municipal Office,4430 Pine St,,Alger,MI,48610,(989) 701-2770,bourrettownship@yahoo.com,Lisa Ball
Michigan,Gladwin County,Buckeye Township,Municipal Office,2490 S. River Road,,Beaverton,MI,48612,(989) 435-2418,buckeyetwpclerk@yahoo.com,Charity Longstreth
Michigan,Gladwin County,Butman Township,Municipal Office,5005 Hockaday Rd,,Gladwin,MI,48624,(989) 426-4351,butmanclerk@gmail.com,Alayna Alexander
Michigan,Gladwin County,Clement Township,Municipal Office,1497 E M-30,,Alger,MI,48610,(989) 345-3915,clementclzn@gmail.com,Eric House
Michigan,Gladwin County,Gladwin City,Municipal Office,1000 W Cedar Ave,,Gladwin,MI,48624,(989) 426-9231,clerk@gladwin.org,Marietta Andrist
Michigan,Gladwin County,Gladwin Township,Municipal Office,2016 Nickless Road,,Gladwin,MI,48624,(989) 426-9135,simrau@aol.com,Kristie Simrau
Michigan,Gladwin County,Grim Township,Municipal Office,4455 Schaard Rd,,Bentley,MI,48613,(989) 907-9252,heylady04@live.com,Linda Odell
Michigan,Gladwin County,Grout Township,Municipal Office,249 N Grout Rd,,Gladwin,MI,48624,(989) 965-4651,unknown@unknown.gov,Anna Auer
Michigan,Gladwin County,Hay Township,Municipal Office,1220 E. Highwood Road,,Beaverton,MI,48612,(989) 426-1821,haytwpship@yahoo.com,Sandra Priemer
Michigan,Gladwin County,Sage Township,Municipal Office,1831 North Pratt Lake Road,,Gladwin,MI,48624,(989) 246-3112,sageclerk@gmail.com,Laura Flach
Michigan,Gladwin County,Secord Township,Municipal Office,1507 Secord Dam Rd,,Gladwin,MI,48624,(989) 426-7445,secordclerk@ispmgt.com,Kathy Wilton
Michigan,Gladwin County,Sherman Township,Municipal Office,5179 Renas Road,,Gladwin,MI,48624,(989) 335-0348,myrick.lisa@gmail.com,Lisa Myrick
Michigan,Gladwin County,Tobacco Township,Municipal Office,5119 S. M-18,,Beaverton,MI,48612,(989) 435-4525,shellebru@hotmail.com,Roshelle Brubaker
Michigan,Gogebic County,Bessemer City,Municipal Office,411s Sophie St,,Bessemer,MI,49911,(906) 667-0333,james.trudgeon@bessemermi.org,James Trudgeon
Michigan,Gogebic County,Bessemer Township,Municipal Office,10338 Mill St,PO Box 304,Ramsay,MI,49959,(906) 667-0019,btclerk@bessemertwp.com,Debbie Janczak
Michigan,Gogebic County,Erwin Township,Municipal Office,N8908 Vanbuskirk Rd,PO Box 117,Ironwood,MI,49938,(906) 364-2333,erwintownshipclerk@gmail.com,Vicky Finco
Michigan,Gogebic County,Ironwood City,Municipal Office,213 S. Marquette St.,,Ironwood,MI,49938,(906) 932-5050,gullank@cityofironwood.org,Karen M. Gullan
Michigan,Gogebic County,Ironwood Township,Municipal Office,N10892 Lake Rd,,Ironwood,MI,49938,(906) 932-8446,clerk@ironwoodtownship.com,Mary Segalin
Michigan,Gogebic County,Marenisco Township,Municipal Office,314 Hall St.,PO Box 198,Marenisco,MI,49947,(906) 787-2463,secretary@marenisco.org,Donna Kenney
Michigan,Gogebic County,Wakefield City,Municipal Office,509 Sunday Lake St.,,Wakefield,MI,49968,(906) 229-5131,clerk@cityofwakefield.org,Susan  Ahonen
Michigan,Gogebic County,Wakefield Township,Municipal Office,414 N.  County Rd. 519,PO Box 164,Wakefield,MI,49968,(906) 364-0669,clerk@wakefieldtownship.com,Mandy Lake
Michigan,Gogebic County,Watersmeet Township,Municipal Office,N4689 1st Street,,Watersmeet,MI,49969,(906) 358-4501,townclerk@watersmeet.us,Julie Mathiesen
Michigan,Grand Traverse County,Acme Township,Municipal Office,6042 Acme Road,,Williamsburg,MI,49690,(231) 938-1350,cdye@acmetownship.org,Cathy Dye
Michigan,Grand Traverse County,Blair Township,Municipal Office,2121 County Road 633,,Grawn,MI,49637,(231) 276-9263,clerk@blairtownship.org,Lynette Wolfgang
Michigan,Grand Traverse County,East Bay Township,Municipal Office,1965 North Three Mile Rd,,Traverse City,MI,49696,(231) 947-8647,scourtade@eastbaytwp.org,Susanne Courtade Mipmc2/mmc
Michigan,Grand Traverse County,Fife Lake Township,Municipal Office,134 Morgan St,PO Box 87,Fife Lake,MI,49633-0087,(231) 879-3963,fltclerk@gmail.com,Terry Street
Michigan,Grand Traverse County,Garfield Township,Municipal Office,3848 Veterans Dr,,Traverse City,MI,49684,(231) 941-1620,lmcmanus@garfield-twp.com,Lanie McManus
Michigan,Grand Traverse County,Grant Township,Municipal Office,9990 County Road 633,,Buckley,MI,49620,(231) 269-2102,morairty1984@gmail.com,Nancy Morairty
Michigan,Grand Traverse County,Green Lake Township,Municipal Office,9394 10th Street,,Interlochen,MI,49643,(231) 276-9329,jkramer@greenlaketownship.org,Judith Kramer
Michigan,Grand Traverse County,Long Lake Township,Municipal Office,8870 North Long Lake Rd,,Traverse City,MI,49685-9622,(231) 946-2249,depclerk@longlaketownship.com,Carol Hoffman
Michigan,Grand Traverse County,Mayfield Township,Municipal Office,1616 Hammer Rd,,Kingsley,MI,49649,(231) 263-4599,stephaniewolf1209@gmail.com,Stephanie Wolf
Michigan,Grand Traverse County,Paradise Township,Municipal Office,2300 E M 113,,Kingsley,MI,49649,(231) 263-5251,clerk@paradisetwp.org,Lisa Gulliver
Michigan,Grand Traverse County,Peninsula Township,Municipal Office,13235 Center Rd,,Traverse City,MI,49686,(231) 223-7321,clerk@peninsulatownship.com,Rebecca Chown
Michigan,Grand Traverse County,Traverse City City,Municipal Office,400 Boardman Ave,,Traverse City,MI,49684,(231) 922-4480,tcclerk@traversecitymi.gov,Benjamin Marentette
Michigan,Grand Traverse County,Union Township,Municipal Office,5489 Fife Lake Rd,,Fife Lake,MI,49633,(231) 369-3341,beepbeep@acegroup.cc,Sheryl Tillitson
Michigan,Grand Traverse County,Whitewater Township,Municipal Office,5777 Vinton Road,PO Box 159,Williamsburg,MI,49690,(231) 267-5141,clerk@whitewatertownship.org,Cheryl Goss
Michigan,Gratiot County,Alma City,Municipal Office,525 E Superior,PO Box 278,Alma,MI,48801,(989) 463-9500,sanderson@myalma.org,Sara Anderson
Michigan,Gratiot County,Arcada Township,Municipal Office,1798 N. Ely Hwy,,Alma,MI,48801,(989) 620-6272,arcadaclerk@yahoo.com,Laureen Baxter
Michigan,Gratiot County,Bethany Township,Municipal Office,4850 E Jefferson Rd,,St Louis,MI,48880,(989) 842-1099,tgmbethany@yahoo.com,Greg Mikek
Michigan,Gratiot County,Elba Township,Municipal Office,109 W. Oak St.,PO Box 209,Ashley,MI,48806,(989) 847-2210,elbaclerk@casair.net,Madalin Morris
Michigan,Gratiot County,Emerson Township,Municipal Office,1103 N Baldwin Rd,,Ithaca,MI,48847,(989) 875-5041,clerk@emersontwp.com,Jodie Reeves
Michigan,Gratiot County,Fulton Township,Municipal Office,3425 West Cleveland Road,PO Box 68,Perrinton,MI,48871,(989) 236-5102,chadclerk@fultontwp.com,Chad Marecek
Michigan,Gratiot County,Hamilton Township,Municipal Office,7914 E. Johnson Road,,Ashley,MI,48806,(989) 763-5401,ahearnlaura@hotmail.com,Laura Ahearn
Michigan,Gratiot County,Ithaca City,Municipal Office,129 West Emerson Street,,Ithaca,MI,48847-1017,(989) 875-3200,clerk@ithacami.com,Barbara Fandell
Michigan,Gratiot County,Lafayette Township,Municipal Office,4426 N. Ransom Rd.,2970 N. Barry Rd,Breckenridge,MI,48615,(989) 620-4354,cschaub40@gmail.com,Corey Schaub
Michigan,Gratiot County,New Haven Township,Municipal Office,3080 S. Ferris Road,,Sumner,MI,48889,(989) 584-3707,bcsmith@cmsinter.net,Candy Smith
Michigan,Gratiot County,Newark Township,Municipal Office,3239 S Begole Rd,,Ithaca,MI,48847,(989) 620-6493,tameyskinner@hotmail.com,Tamey Skinner
Michigan,Gratiot County,North Shade Township,Municipal Office,11666 Cleveland Road,,Carson City,MI,48811,(989) 584-6000,kathykeiffer1@gmail.com,Kathy Keiffer
Michigan,Gratiot County,North Star Township,Municipal Office,3064 S Crapo Rd,,Ithaca,MI,48847,(989) 875-3352,hdrowley@cmsinter.net,Heidi Drowley
Michigan,Gratiot County,Pine River Township,Municipal Office,1495 W. Monroe Rd.,,St Louis,MI,48880,(989) 681-5523,clerk@pinerivertwp.org,Andi Whitmore
Michigan,Gratiot County,Seville Township,Municipal Office,8341 W Madison Rd,PO Box 222,Elwell,MI,48832,(989) 463-8769,sevilletwpclerk@gmail.com,Terresa Frisbie
Michigan,Gratiot County,St Louis City,Municipal Office,300 N. Mill Street,,St. Louis,MI,48880,(989) 681-2137,mryder@stlouismi.com,Mari Anne Ryder
Michigan,Gratiot County,Sumner Township,Municipal Office,8644 W. Polk Rd.,,Sumner,MI,48889,(989) 463-4531,cmcgill@fmdnetwork.com,Carlene McGill
Michigan,Gratiot County,Washington Township,Municipal Office,7338 South Crapo Road,,Ashley,MI,48806-9712,(989) 620-1906,townshipclerkwashington@gmail.com,Laura Crocker
Michigan,Gratiot County,Wheeler Township,Municipal Office,8510 E Monroe Rd,,Wheeler,MI,48662,(989) 842-3428,clerk@wheelertownship.com,Kelly Bushre
Michigan,Hillsdale County,Adams Township,Municipal Office,5675 Knowles Rd.,PO Box 336,North Adams,MI,49262,(517) 287-5766,adamstownship@frontiernet.net,Michelle Ginolfi
Michigan,Hillsdale County,Allen Township,Municipal Office,8433 Watkins Rd,,Allen,MI,49227,(517) 398-2027,allentw6wilson@yahoo.com,Kimberly Wilson
Michigan,Hillsdale County,Amboy Township,Municipal Office,13391 Frontier Road,,Camden,MI,49232,(517) 254-4116,amboytownshipclerk@hotmail.com,Betty Burkhart
