state ,county,location_name,location_type,address_1,address_2,city,state_2,zip,hours,notes
Oregon,Lincoln,Lincoln City - City Hall,Unknown,801 SW Hwy 101,,Lincoln City,OR,97367,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box in lower parking lot
Oregon,Lincoln,Lincoln County Courthouse - Elections,Unknown,225 W Olive St,Rm 201,Newport,OR,97365,,Inside
Oregon,Lincoln,Lincoln County Courthouse Drive Up,Unknown,225 W Olive St,,Newport,OR,97365,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Lincoln,Newport City Hall Drop Box,Unknown,169 SW Coast Hwy,,Newport,OR,97365,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box use water payment box - Turn between bus stop and Chevron
Oregon,Lincoln,Siletz City Hall Drop Box,Unknown,215 W Buford,,Siletz,OR,97380,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box in parking lot
Oregon,Lincoln,Toledo Police Station Drop Box,Unknown,250 NE Hwy 20,,Toledo,OR,97391,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Lincoln,Waldport City Hall,Unknown,125 Alsea Hwy,,Waldport,OR,97394,,Inside
Oregon,Lincoln,Waldport City Hall Drop Box,Unknown,125 Alsea Hwy,,Waldport,OR,97394,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Lincoln,Yachats City Hall Drop Box,Unknown,276 W 6th St,,Yachats,OR,97498,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (old bank building) in drive-though lane
Oregon,Linn,Albany Public Library,Unknown,2450 14th Ave SE,,Albany,OR,97322,,Inside
Oregon,Linn,Brownsville City Hall,Unknown,255 N Main St,,Brownsville,OR,97327,,Inside
Oregon,Linn,Halsey City Hall,Unknown,100 Halsey St,,Harrisburg,OR,97348,,Inside
Oregon,Linn,Harrisburg City Hall,Unknown,120 Smith St,,Harrisburg,OR,97446,,Inside
Oregon,Linn,Lebanon Police Department Drop Box,Unknown,40 N 2nd St,Suite 100,Lebanon,OR,97355,Monday-Sunday:12:00AM-12:00AM,24 hour drop box
Oregon,Linn,Lebanon Public Library,Unknown,55 Academy St,,Lebanon,OR,97355,,Inside
Oregon,Linn,Linn County Courthouse - Elections,Unknown,300 4th Ave SW,Rm 205,Albany,OR,97321,,Inside County Clerk's office
Oregon,Linn,Linn County Courthouse Drop Box,Unknown,300 4th Ave SW,,Albany,OR,97321,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drive-thru drop box on 5th Ave
Oregon,Linn,Linn County Sheriff Lebanon Substation,Unknown,2590 S Main Rd,,Lebanon,OR,97355,Monday-Sunday:12:00AM-12:00AM,24 hour drop box
Oregon,Linn,Lyons City Hall,Unknown,449 5th St,,Lyons,OR,97358,,Inside
Oregon,Linn,Mill City - City Hall,Unknown,444 S 1st Ave,,Mill City,OR,97360,,Inside
Oregon,Linn,Millersburg City Hall,Unknown,4222 Old Salem Rd NE,,Albany,OR,97321,,Inside
Oregon,Linn,Scio City Hall,Unknown,38957 NW 1st Ave,,Scio,OR,97374,,Inside
Oregon,Linn,Sweet Home City Hall,Unknown,3225 Main St,,Sweet Home,OR,97386,,Inside
Oregon,Linn,Sweet Home Police Department Drop Box,Unknown,1950 Main St,,Sweet Home,OR,97386,Monday-Sunday:12:00AM-12:00AM,24 hour drop box
Oregon,Malheur,Jordan Valley Drive Up,Unknown,501 Yturri Blvd,,Jordan Valley,OR,97910,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box across from Post Office at county right of way
Oregon,Malheur,Malheur County Courthouse Drop Box,Unknown,251 B St W,,Vale,OR,97918,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box corner of “B” St and Bryant St
Oregon,Malheur,Nyssa Public Library,Unknown,319 Main St,,Nyssa,OR,97913,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Malheur,Ontario Community Library,Unknown,388 SW 2nd Ave,,Ontario,OR,97914,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Marion,Aumsville City Hall,Unknown,595 Main St,,Aumsville,OR,97325,,Inside; starting 10/16
Oregon,Marion,Donald City Hall,Unknown,10710 Main St,,Donald,OR,97020,,Inside; starting 10/16
Oregon,Marion,Gervais City Hall,Unknown,592 4th St,,Gervais,OR,97026,,Inside; starting 10/16
Oregon,Marion,Hubbard City Hall,Unknown,3720 Second St,,Hubbard,OR,97032,,Inside; starting 10/16
Oregon,Marion,Hubbard City Hall Drop Box,Unknown,3720 Second St,,Hubbard,OR,97032,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; starting 10/16
Oregon,Marion,Jefferson City Hall Drop Box,Unknown,150 N 2nd St,,Jefferson,OR,97352,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; starting 10/16
Oregon,Marion,Jefferson Fire Department,Unknown,189 N Main St,,Jefferson,OR,97352,,Inside; starting 10/16
Oregon,Marion,Keizer City Hall,Unknown,930 Chemawa Rd NE,,Keizer,OR,97303,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; starting 10/16
Oregon,Marion,Marion County Courthouse Curbside,Unknown,555 Court St NE,,Salem,OR,97301,Monday-Sunday:12:00AM-12:00AM,"Outside curbside service North side of the Courthouse, 500 block Court St NE; starting 11/2"
Oregon,Marion,Marion County Elections Office - Courthouse Square Building,Unknown,555 Court St NE,Suite 2130,Salem,OR,97301,,Inside County Clerk's office
Oregon,Marion,Marion County Health Building,Unknown,3180 Center St NE,,Salem,OR,97301,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box curbside; starting 10/16
Oregon,Marion,Marion County Public Works,Unknown,5155 Silverton Rd NE,,Salem,OR,97305,,Outside curbside drop box; starting 10/16
Oregon,Marion,Mill City - City Hall,Unknown,444 S 1st Ave,,Mill City,OR,97360,,Inside; starting 10/16
Oregon,Marion,Mt Angel Public Library Drop Box,Unknown,290 E Charles St,,Mt. Angel,OR,97362,Monday-Sunday:12:00AM-12:00AM,24 hour drop box; starting 10/16
Oregon,Marion,Roth's Fresh Hayesville,Unknown,4746 Portland Rd NE,,Salem,OR,97305,,Inside; starting 10/16
Oregon,Marion,Roth's Fresh Market - Sunnyslope Shopping Center,Unknown,4555 Liberty Rd S,,Salem,OR,97302,,Inside; starting 10/16
Oregon,Marion,Roth's Fresh Market Vista,Unknown,3045 Commercial St SE,,Salem,OR,97302,,Inside; starting 10/16
Oregon,Marion,Silverton Lewis St parking lot,Unknown,Lewis St and S 1st St,,Silverton,OR,97381,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; starting 10/16
Oregon,Marion,Stayton Public Library,Unknown,515 N First Ave,,Stayton,OR,97383,,Inside; starting 10/16
Oregon,Marion,Stayton Public Library Drop Box,Unknown,515 N First Ave,,Stayton,OR,97383,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; starting 10/16
Oregon,Marion,Sublimity City Hall,Unknown,245 NW Johnson St,,Sublimity,OR,97385,,Inside; starting 10/16
Oregon,Marion,Turner City Hall,Unknown,5255 Chicago St SE,,Turner,OR,97392,,Inside; starting 10/16
Oregon,Marion,Turner City Hall Drop Box,Unknown,5255 Chicago St SE,,Turner,OR,97392,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; starting 10/16
Oregon,Marion,Walmart on Commercial Park and Drop,Unknown,5250 Commercial Rd SE,,Salem,OR,97306,Monday-Sunday:12:00AM-12:00AM,Outside park and drop service; starting 10/16
Oregon,Marion,Woodburn Public Library Drop Box,Unknown,280 Garfield St,,Woodburn,OR,97071,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; starting 10/16
Oregon,Morrow,Ione Curbside,Unknown,260 Spring St,,Ione,OR,97843,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Morrow,Morrow County Bartholomew Building - Clerk's Office,Unknown,100 S Court St,RM 102,Heppner,OR,97836,,"Inside County Clerk's office, room 102"
Oregon,Morrow,Morrow County Bartholomew Building Drop Box,Unknown,100 S Court St,,Heppner,OR,97836,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour drop box in parking lot, follow the arrows"
Oregon,Morrow,Morrow County Boardman Building,Unknown,101 Boardman Ave NW,,Boardman,OR,97818,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Morrow,Morrow County Planning Department - Irrigon Annex,Unknown,205 NE Third St,,Irrigon,OR,97844,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Morrow,Morrow County Public Works,Unknown,365 West Hwy 74,,Lexington,OR,97839,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box in parking lot
Oregon,Multnomah,A-Boy Supply,Unknown,7365 SW Barbur Blvd,,Portland,OR,97219,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour drop box at the southwest corner of the parking lot, enter from SW Terwilliger Blvd"
Oregon,Multnomah,Albina Library Drop Box,Unknown,216 NE Knott St,,Portland,OR,97212,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drive-up drop box (use book return)
Oregon,Multnomah,Belmont Library Drop Box,Unknown,1038 Cesar E Chavez Blvd,,Portland,OR,97214,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drive-up drop box (use book return)
Oregon,Multnomah,Capitol Hill Library Drop Box,Unknown,10723 SW Capitol Highway,,Portland,OR,97219,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drive-up drop box (use book return)
Oregon,Multnomah,Central Library Drop Box,Unknown,801 SW 10th Ave,,Portland,OR,97205,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drive-up drop box located on the east side of SW 11th between Yamhill and Taylor (use book return)
Oregon,Multnomah,Fairview-Columbia Library Drop Box,Unknown,1520 NE Village St,,Fairview,OR,97024,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drive-up drop box (use book return)
Oregon,Multnomah,Green Zebra Grocery,Unknown,3011 N Lombard St,,Portland,OR,97217,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour drop box, entrance for the Green Zebra Grocery rear parking lot is on N Curtis Avenue"
Oregon,Multnomah,Gregory Heights Library Drop Box,Unknown,7921 NE Sandy Blvd,,Portland,OR,97213,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drive-up drop box (use book return)
Oregon,Multnomah,Gresham Library Drop Box,Unknown,385 NW Miller Ave,,Gresham,OR,97030,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box in parking lot
Oregon,Multnomah,Gresham Voting Center Express - Multnomah County East Building,Unknown,600 NE 8th Street,,Gresham,OR,97030,,Inside first floor of the Multnomah East County Building (only available during Voting Center Express open hours); starting 10/12
Oregon,Multnomah,Hillsdale Library Drop Box,Unknown,1525 SW Sunset Blvd,,Portland,OR,97239,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Holgate Library Drop Box,Unknown,7905 SE Holgate Blvd,,Portland,OR,97206,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Hollywood Library Drop Box,Unknown,4040 NE Tillamook St,,Portland,OR,97212,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Kenton Library Drop Box,Unknown,8226 N Denver Ave,,Portland,OR,97217,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,McCoy Park - Walk Up Drop Box,Unknown,4677 N Trenton St,,Portland,OR,97203,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour walk up drop box, located on the northwest corner of N Trenton St and N Newman Ave"
Oregon,Multnomah,McDonald's Restaurant,Unknown,2010 NE Cesar E Chavez Blvd,,Portland,OR,97212,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located on the west side of NE 40th Ave between NE Tillamook and NE Hancock and near the Hollywood Library
Oregon,Multnomah,Midland Library Drop Box,Unknown,805 SE 122nd Ave,,Portland,OR,97233,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box in parking lot
Oregon,Multnomah,Multnomah County Duniway-Lovejoy Elections Building,Unknown,1040 SE Morrison St,,Portland,OR,97214,,Inside County Clerk's office drop box and voting booths during voting period
Oregon,Multnomah,Multnomah County Duniway-Lovejoy Elections Building Drop Box,Unknown,1040 SE Morrison St,,Portland,OR,97214,Monday-Sunday:12:00AM-12:00AM,Outside 24-hour ballot drop slot available to pedestrians on the north side of the building as well as a drive-up boxes located on both SE 11th and SE Belmont
Oregon,Multnomah,North Portland Library Drop Box,Unknown,512 N Killingsworth St,,Portland,OR,97217,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Northwest Library Drop Box,Unknown,2300 NW Thurman St,,Portland,OR,97210,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Parkrose Neighborhood,Unknown,4390 NE 102nd Ave,,Portland,OR,97220,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located in the east parking lot across the St from MHCC Maywood Park Center on NE 102nd and NE Prescott
Oregon,Multnomah,Pioneer Courthouse Square Walk up Drop Box,Unknown,701 SW 6th Ave,,Portland,OR,97205,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour walk up drop box on the 700 block of SW Broadway next to Starbucks and across from Nordstrom's
Oregon,Multnomah,Regal Cinemas Movie Theater / M & M Car Wash,Unknown,16603 SE Division,,Portland,OR,97236,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located in the Regal Cinemas parking lot behind M & M Car Wash at SE Division St and SE 165th Ave
Oregon,Multnomah,Rockwood Library Drop Box,Unknown,17917 SE Stark St,,Portland,OR,97233,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Sellwood-Moreland Library Drop Box,Unknown,7860 SE 13th Ave,,Portland,OR,97202,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,St Johns Library Drop Box,Unknown,7510 N Charleston Ave,,Portland,OR,97203,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Troutdale Branch Library Drop Box,Unknown,2451 SW Cherry Park Rd,,Troutdale,OR,97060,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Multnomah,Woodstock Library Drop Box,Unknown,6008 SE 49th Ave,,Portland,OR,97206,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box (use book return)
Oregon,Polk,Falls City - Frink's General Store,Unknown,319 N Main St,,Falls City,OR,97344,,Inside
Oregon,Polk,Independence - City Hall,Unknown,555 S Main St,,Independence,OR,97351,Monday-Sunday:12:00AM-12:00AM,Inside 24 hour drop box in the lobby
Oregon,Polk,Monmouth - Roth's Fresh Markets,Unknown,1517 Monmouth Independence Hwy,,Monmouth,OR,97361,,Inside
Oregon,Polk,Polk County Courhouse Drop Box,Unknown,850 Main St,,Dallas,OR,97338,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box in the parking lot on the east side of Courthouse
Oregon,Polk,Polk County Courthouse - Clerk's Office,Unknown,850 Main St,2nd Floor,Dallas,OR,97338,,Inside County Clerk's office on 2nd floor
Oregon,Polk,West Salem - Roth's Fresh Market,Unknown,1130 Wallace Rd NW,,Salem,OR,97304,,Inside
Oregon,Sherman,Grass Valley City Hall,Unknown,109 Mill St,,,OR,97029,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour white drop box in front of City Hall, to the left of the city payment box; starting 10/15"
Oregon,Sherman,Rufus City Maintenance Building,Unknown,400 Main St,,Rufus,OR,97050,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour white drop box slot slot located to the right of the city payment slot; starting 10/15
Oregon,Sherman,Sherman County Courthouse Drop Box,Unknown,500 Court St,,Moro,OR,97039,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour red, white & blue drop box located at the corner of Court and 5th Sts near the front of the courthouse; starting 10/15"
Oregon,Sherman,Sherman County Courthouse - Clerk's Office,Unknown,500 Court St,,Moro,OR,97039,,Inside County Clerk's office - drop slot in counter
Oregon,Sherman,Wasco City Hall,Unknown,1017 Clark St,,Wasco,OR,97065,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box; located just uphill from the stop sign at the corner of Fulton St and Clark St and south of the City Hall sidewalk; starting 10/15
Oregon,Tillamook,Bay City - City Hall Drop Box,Unknown,5525 B St,,Bay City,OR,97107,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Tillamook,Cloverdale Chamber of Commerce,Unknown,34370 Hwy 101 S,,Cloverdale,OR,97112,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Tillamook,Garibaldi - City Hall Drop Box,Unknown,107 6th St,,Garibaldi,OR,97118,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Tillamook,Manzanita - City Hall Drop Box,Unknown,543 Laneda Ave,,Manzanita,OR,97130,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Tillamook,Pacific City Drop Box - Kiawanda Community Center,Unknown,34600 Cape Kiwanda Dr,,Pacific City,OR,97135,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Tillamook,Rockaway Beach - City Hall Drop Box,Unknown,276 US-101,,Rockaway Beach,OR,97136,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Tillamook,Tillamook City Drive-up Drop Box,Unknown,201 Laurel Ave,,Tillamook,OR,97141,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located at NW corner of 3rd and Laurel; starting 9/18
Oregon,Tillamook,Tillamook County Clerk's Office,Unknown,201 Laurel Ave,,Tillamook,OR,97141,,Inside County Clerk's office
Oregon,Tillamook,Tillamook County Courthouse,Unknown,201 Laurel Ave,,Tillamook,OR,97141,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box at north stairs
Oregon,Tillamook,Tillamook Library Main Branch,Unknown,1716 3rd St,,Tillamook,OR,97141,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Umatilla,Athena City Hall,Unknown,302 E Currant St,,"Athena,",OR,97813,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Umatilla,Confederate Tribes Nixyaawii Governance Center,Unknown,46411 Ti'mine Way,,Pendleton,OR,97801,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Umatilla,Echo City Hall Drop Box,Unknown,20 S Bonanza St,,Echo,OR,97826,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Umatilla,Hermiston City Hall,Unknown,180 NE 2nd St,,Hermiston,OR,97838,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box at curbside island
Oregon,Umatilla,Milton-Freewater City Hall and Police Station,Unknown,722 S Main,,Milton-Freewater,OR,97862,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box at curbside island
Oregon,Umatilla,Pilot Rock City Hall,Unknown,144 N Alder Pl,,Pilot Rock,OR,97868,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located at the front entrance
Oregon,Umatilla,Stanfield City Hall,Unknown,160 S Main St,,Stanfield,OR,97875,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located at the front entrance
Oregon,Umatilla,Umatilla City Hall,Unknown,700 6th St,,Umatilla,OR,97882,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located at the back alleyway entrance
Oregon,Umatilla,Umatilla County Courthouse - Clerk's Office,Unknown,216 SE 4th St,Rm 18,Pendleton,OR,97801,,"Inside County Clerk's office, room 18"
Oregon,Umatilla,Umatilla County Courthouse Drop Box,Unknown,216 SE 4th St,,Pendleton,OR,97801,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located in rear parking lot accessed from SE Court or Dorion Ave
Oregon,Union,Cove City Hall,Unknown,504 Alder St,,Cove,OR,97824,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Union,Elgin City Hall,Unknown,790 S 8th Ave,,Elgin,OR,97827,Monday-Sunday:12:00AM-12:00AM,Details at https://union-county.org/county-clerk/
Oregon,Union,Imbler City Hall,Unknown,180 Ruckman Ave,,Imbler,OR,97841,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Union,Island City - City Hall,Unknown,10605 Island Ave,,Island City,OR,97850,,Details at https://union-county.org/county-clerk/
Oregon,Union,North Powder City Hall,Unknown,635 3rd St,,North Powder,OR,97867,,Details at https://union-county.org/county-clerk/
Oregon,Union,Union City Hall,Unknown,342 S Main St,,Union,OR,97883,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Union,Union County Clerk's Office,Unknown,1001 Fourth Street,Suite D,La Grande,OR,97850,,Inside County Clerk's office
Oregon,Union,Union County Offices Drop Box,Unknown,1001 Fourth Street,,La Grande,OR,97850,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Wallowa,Joseph City Hall,Unknown,201 N Main St,,Joseph ,OR,97846,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Wallowa,Wallowa City Hall,Unknown,211 E 2nd St,,Wallowa,OR,,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Wallowa,Wallowa County Courthouse - Clerk's Office,Unknown,101 S River St,,Enterprise,OR,97828,,Inside County Clerk's office
Oregon,Wallowa,Wallowa County Courthouse Dropsite,Unknown,101 S River St,,Enterprise,OR,97828,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box southside of Courthouse
Oregon,Wasco,Maupin City Hall,Unknown,408 Deschutes Ave,,Maupin,OR,97037,,Inside the City Hall office
Oregon,Wasco,Maupin Civic Center - Payments Drop Box,Unknown,507 Grant Ave,,Maupin,OR,97037,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour payments drop box on Grant Avenue
Oregon,Wasco,Wasco County Courthouse - Clerk’s Office,Unknown,511 Washington St,#210,The Dalles,OR,97058,Monday-Sunday:12:00AM-12:00AM,"Use the mail slot in the door of the Clerk's office, Suite 201"
Oregon,Wasco,Wasco County Elections Drop Box,Unknown,511 Washington St,,The Dalles,OR,97058,,24 hour drop box at the 5th Street entrance
Oregon,Washington,Aloha Community Library,Unknown,17455 SW Farmington Rd,Ste 26A,Aloha,OR,97078,,"Farmington Marketplace Shopping Center, dates and hours at www.wccls.org/vote"
Oregon,Washington,Banks City Hall and Library,Unknown,42461 NW Market St,,Banks,OR,97106,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Beaverton City Library,Unknown,12375 SW 5th St,,Beaverton,OR,97005,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Beaverton Library - Murry Scholls,Unknown,11200 SW Murray Scholls Pl,#120,Beaverton,OR,97007,,Dates and hours at www.wccls.org/vote
Oregon,Washington,Beaverton Library Drop Box,Unknown,12375 SW 5th St,,Beaverton,OR,97005,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Bethany Library,Unknown,15325 NW Central Dr,Ste J8,Portland,OR,97229,,Dates and hours at www.wccls.org/vote
Oregon,Washington,Cedar Mill Community Library,Unknown,12505 NW Cornell Rd,Ste 13,Portland,OR,97229,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Cornelius City Hall,Unknown,1355 N Barlow St,,Cornelius,OR,97113,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Forest Grove City Library - Curbside,Unknown,2114 Pacific Ave,,Forest Grove,OR,97116,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located on Pacific Ave just down from Birch St curbside to library
Oregon,Washington,Garden Home Community Library,Unknown,7475 SW Oleson Rd,#6,Portland,OR,97223,Dates and hours at www.wccls.org/vote,
Oregon,Washington,Hillsboro Main Library,Unknown,2850 NE Brookwood Pkwy,,Hillsboro,OR,97124,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour drop box, please note: most-used box in the county, can get congested with traffic on Election Day"
Oregon,Washington,Hillsboro Public Library - Shute Park,Unknown,775 SE 10th Ave,,Hillsboro,OR,97123,Dates and hours at www.wccls.org/vote,
Oregon,Washington,King City - City Hall,Unknown,15300 SW 116th Ave,,King City,OR,97224,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,North Plains City Hall,Unknown,31360 NW Commercial St,,North Plains,OR,97133,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Sherwood City Hall,Unknown,22560 SW Pine St,,Sherwood,OR,97140,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Tigard City Hall,Unknown,13125 SW Hall Blvd,,Tigard,OR,97223,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Tualatin City Offices,Unknown,18880 SW Martinazzi,,Tualatin,OR,97062,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Washington County Elections Office Drop Box,Unknown,2925 NE Aloclek Dr,,Hillsboro,OR,97124,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop boxes: directly outside entrance and in southwest corner of lot
Oregon,Washington,Washington County Service Center East,Unknown,3700 SW Murray Blvd,,Beaverton,OR,97005,Monday-Sunday:12:00AM-12:00AM,"Outside 24 hour drop box, please note: can get congested with traffic on Election Day"
Oregon,Washington,Washington County Sheriff's Office - Headquarters & Jail,Unknown,236 SW Dennis Ave,,Hillsboro,OR,97124,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box located in the parking lot near corner of SW Dennis Ave and SW Washington St
Oregon,Washington,West Slope Community Library Drop Box,Unknown,3678 SW 78th Ave,,Portland,OR,97225,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Washington,Westside Commons,Unknown,801 NE 34th Ave,,Hillsboro,OR,97124,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Wheeler,Fossil - Wheeler County Courthouse - Clerk’s Office,Unknown,701 Adams St,Ste 204,Fossil,OR,97830,,Inside County Clerk's office
Oregon,Wheeler,Fossil - Wheeler County Courthouse Drop Box,Unknown,701 Adams St,Ste 205,Fossil,OR,97830,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Wheeler,Mitchell - Emergency Services Building,Unknown,202 SE High St,,Mitchell,OR,97750,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Wheeler,Spray - Grange Hall Drop Box,Unknown,807 Winlock St,,Spray,OR,97874,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Yamhill,Amity City Library,Unknown,307 S Trade St,,Amity,OR,97101,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Yamhill,Carlton City Hall,Unknown,191 East Main St,,Carlton,OR,97111,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Yamhill,Dayton City Hall,Unknown,416 Ferry St,,Dayton,OR,97114,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Yamhill,Dundee City Hall,Unknown,620 SW 5th St,,Dundee,OR,97115,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
Oregon,Yamhill,Lafayette City Hall,Unknown,486 3rd St,,Lafayette,OR,97127,Monday-Sunday:12:00AM-12:00AM,Outside 24 hour drop box
